chosen_map,reward,reward_std,num_goal,num_goals_std,goal_first_found,goal_after_found,num_maps,goal_first_found_std,goal_after_found_std,sourcedir,loaded_model,vars,apple_prob,train_test_same,label,train,jsonfile
0828,0.44,2.58,0.05,0.26,460.00,169.00,1,0.00,0.00,2017_10_06_20_02_06-train_3D_4actions_blind-none_0001,training-09x09-0828,False,0,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0828_vars-False_apples-0.json
0828,157.48,18.79,13.82,1.85,81.83,84.66,1,42.76,11.67,2017_10_06_20_02_06-train_3D_4actions_blind-none_0001,,,0.25,True,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats.json
0828,0.75,2.71,0.08,0.27,0,0,1,0,0,2017_10_06_20_02_06-train_3D_4actions_blind-none_0001,training-09x09-0828,False,25,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0828_vars-False_apples-25.json
0828,150.75,17.90,15.09,1.79,75.11,77.79,1,28.69,9.94,2017_10_06_20_02_06-train_3D_4actions_blind-none_0001,training-09x09-0828,True,25,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0828_vars-True_apples-25.json
0828,145.23,16.64,14.54,1.66,84.05,79.71,1,31.98,9.10,2017_10_06_20_02_06-train_3D_4actions_blind-none_0001,training-09x09-0828,True,0,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0828_vars-True_apples-0.json
0844,128.99,7.38,11.02,0.67,101.93,104.48,1,21.67,9.50,2017_10_06_20_01_29-train_3D_4actions_blind-none_0001,,,0.25,True,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats.json
0844,147.50,3.29,14.88,0.32,69.53,79.90,1,0.79,0.98,2017_10_06_20_01_29-train_3D_4actions_blind-none_0001,training-09x09-0844,True,0,False,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0844_vars-True_apples-0.json
0844,152.43,4.86,15.37,0.48,75.80,75.15,1,1.09,0.57,2017_10_06_20_01_29-train_3D_4actions_blind-none_0001,training-09x09-0844,True,25,False,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0844_vars-True_apples-25.json
0844,7.88,16.64,1.30,1.58,191.08,378.30,1,190.59,236.32,2017_10_06_20_01_29-train_3D_4actions_blind-none_0001,training-09x09-0844,False,25,False,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0844_vars-False_apples-25.json
0844,5.38,10.81,1.09,1.02,335.81,406.74,1,260.03,160.19,2017_10_06_20_01_29-train_3D_4actions_blind-none_0001,training-09x09-0844,False,0,False,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0844_vars-False_apples-0.json
0844,209.22,19.31,19.01,2.01,65.24,61.44,1,26.46,6.60,2017_10_06_20_02_08-train_3D_4actions_blind-none_0001,,,0.25,True,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats.json
0844,205.77,20.83,20.60,2.08,49.01,57.54,1,24.03,5.57,2017_10_06_20_02_08-train_3D_4actions_blind-none_0001,training-09x09-0844,True,0,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0844_vars-True_apples-0.json
0844,202.79,22.03,20.30,2.20,55.11,58.18,1,22.40,6.44,2017_10_06_20_02_08-train_3D_4actions_blind-none_0001,training-09x09-0844,True,25,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0844_vars-True_apples-25.json
0844,59.63,14.79,6.12,1.48,223.94,174.22,1,125.42,59.62,2017_10_06_20_02_08-train_3D_4actions_blind-none_0001,training-09x09-0844,False,25,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0844_vars-False_apples-25.json
0844,57.52,17.81,5.92,1.78,217.58,188.16,1,135.58,68.18,2017_10_06_20_02_08-train_3D_4actions_blind-none_0001,training-09x09-0844,False,0,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0844_vars-False_apples-0.json
0844,116.11,38.33,9.24,3.49,169.06,126.55,1,126.62,66.79,2017_10_06_20_02_26-train_3D_4actions_blind-none_0001,,,0.25,True,Random_Goal_Random_Spawn_Static_Maze,False,gen_stats.json
0956,-1.39,1.03,0.00,0.00,0,0,1,0,0,2017_10_06_20_01_31-train_3D_4actions_blind-none_0001,,,0.25,True,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats.json
0956,36.97,32.85,3.71,3.29,199.94,213.68,1,201.85,123.31,2017_10_06_20_02_28-train_3D_4actions_blind-none_0001,training-09x09-0956,False,25,False,Random_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-False_apples-25.json
0956,41.46,28.00,4.16,2.80,213.94,258.49,1,210.41,188.27,2017_10_06_20_02_28-train_3D_4actions_blind-none_0001,training-09x09-0956,False,0,False,Random_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-False_apples-0.json
0956,121.32,35.85,9.94,3.73,206.97,117.78,1,174.97,61.18,2017_10_06_20_02_28-train_3D_4actions_blind-none_0001,,,0.25,True,Random_Goal_Random_Spawn_Static_Maze,False,gen_stats.json
0956,96.86,35.82,9.72,3.59,227.49,112.26,1,202.48,40.73,2017_10_06_20_02_28-train_3D_4actions_blind-none_0001,training-09x09-0956,True,25,False,Random_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-True_apples-25.json
0956,103.56,38.78,10.39,3.88,200.81,111.18,1,157.49,42.24,2017_10_06_20_02_28-train_3D_4actions_blind-none_0001,training-09x09-0956,True,0,False,Random_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-True_apples-0.json
0956,33.00,15.93,3.35,1.58,370.25,266.29,1,274.33,150.73,2017_10_14_09_19_20-train_3D_4actions_blind-none_0001,training-09x09-0956,False,25,False,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-False_apples-25.json
0956,31.96,14.67,3.25,1.45,429.33,267.99,1,268.87,119.53,2017_10_14_09_19_20-train_3D_4actions_blind-none_0001,training-09x09-0956,False,0,False,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-False_apples-0.json
0956,76.32,4.64,7.69,0.46,155.41,148.77,1,3.05,1.72,2017_10_14_09_19_20-train_3D_4actions_blind-none_0001,training-09x09-0956,True,25,False,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-True_apples-25.json
0956,79.41,1.00,7.99,0.10,139.29,145.86,1,1.76,2.17,2017_10_14_09_19_20-train_3D_4actions_blind-none_0001,training-09x09-0956,True,0,False,Static_Goal_Static_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-True_apples-0.json
0956,3.13,6.66,0.33,0.66,318.00,296.96,1,79.47,164.17,2017_10_06_20_02_10-train_3D_4actions_blind-none_0001,training-09x09-0956,False,25,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-False_apples-25.json
0956,4.32,6.97,0.45,0.70,316.00,287.73,1,297.00,256.15,2017_10_06_20_02_10-train_3D_4actions_blind-none_0001,training-09x09-0956,False,0,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-False_apples-0.json
0956,120.85,14.21,9.88,1.46,117.25,116.12,1,48.93,17.05,2017_10_06_20_02_10-train_3D_4actions_blind-none_0001,,,0.25,True,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats.json
0956,95.87,10.67,9.61,1.07,130.07,117.25,1,31.67,14.32,2017_10_06_20_02_10-train_3D_4actions_blind-none_0001,training-09x09-0956,True,25,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-True_apples-25.json
0956,99.83,12.02,10.01,1.20,112.45,114.92,1,39.05,13.91,2017_10_06_20_02_10-train_3D_4actions_blind-none_0001,training-09x09-0956,True,0,False,Static_Goal_Random_Spawn_Static_Maze,False,gen_stats_latest_training-09x09-0956_vars-True_apples-0.json
1000,81.48,28.01,6.16,2.71,192.70,200.75,1000,145.38,110.87,2017_10_06_20_02_39-train_3D_4actions_blind-none_1000,,,0.25,True,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats.json
1000,65.81,29.44,6.61,2.95,193.54,201.66,1000,153.26,138.05,2017_10_06_20_02_39-train_3D_4actions_blind-none_1000,training-1000,True,0,False,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats_latest_training-1000_vars-True_apples-0.json
1000,59.02,26.73,5.93,2.68,196.37,211.69,1000,143.62,120.57,2017_10_06_20_02_39-train_3D_4actions_blind-none_1000,training-1000,True,25,False,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats_latest_training-1000_vars-True_apples-25.json
1000,64.25,23.22,6.45,2.33,173.14,182.53,1000,133.66,72.90,2017_10_06_20_02_39-train_3D_4actions_blind-none_1000,training-1000,False,25,False,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats_latest_training-1000_vars-False_apples-25.json
1000,65.65,23.13,6.59,2.32,175.14,180.75,1000,109.42,84.34,2017_10_06_20_02_39-train_3D_4actions_blind-none_1000,training-1000,False,0,False,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats_latest_training-1000_vars-False_apples-0.json
g-10,86.47,38.20,7.25,4.39,190.33,180.39,10,150.38,96.85,2017_10_06_20_02_33-train_3D_4actions_blind-none_0010,,,0.25,True,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats.json
g-10,28.72,32.67,3.16,3.03,187.21,231.57,10,161.57,173.40,2017_10_06_20_02_33-train_3D_4actions_blind-none_0010,training-10,False,25,False,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats_latest_training-10_vars-False_apples-25.json
g-10,28.76,29.78,3.03,2.85,208.62,218.74,10,165.22,186.88,2017_10_06_20_02_33-train_3D_4actions_blind-none_0010,training-10,False,0,False,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats_latest_training-10_vars-False_apples-0.json
g-10,75.78,41.58,7.61,4.17,176.55,168.85,10,118.78,124.08,2017_10_06_20_02_33-train_3D_4actions_blind-none_0010,training-10,True,0,False,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats_latest_training-10_vars-True_apples-0.json
g-10,79.78,45.12,8.01,4.53,178.54,154.11,10,139.73,66.52,2017_10_06_20_02_33-train_3D_4actions_blind-none_0010,training-10,True,25,False,Random_Goal_Random_Spawn_Random_Maze,False,gen_stats_latest_training-10_vars-True_apples-25.json
